# 国家地名信息库·外国地名
# https://dmfw.mca.gov.cn/foreign.html
#
# 删除：
# 凡以此词居首的柬埔寨地名，概从Kâmpóng一栏检索。 Kompong，
#
# chineseName	countries	foreignName	romanAlphabet

道博伊湾	新西兰		Doughboy B.
道特利斯湾	新西兰		Doubtless B.
道特富尔湾	新西兰		Doubtful Sd.
邓巴克	新西兰		Dunback
邓斯坦山	新西兰		Dunstan Mts.
邓桑德尔	新西兰		Dunsandel
邓特伦	新西兰		Duntroon
邦蒂群岛	新西兰		Bounty Is.
里士满	新西兰		Richmond
里弗斯代尔	新西兰		Riversdale
里弗顿	新西兰		Riverton
金洛赫	新西兰		Kinloch
金莱斯	新西兰		Kinleith
金西特	新西兰		Kingseat
锡利山	新西兰		Sealy, Mt.
锡利山口	新西兰		Sealy P.
锡尔岛	新西兰		Seal I.
锡尔弗代尔	新西兰		Silverdale
锡尔弗峰	新西兰		Silverpeak
锡尔角	新西兰		Seal Pt.
阔因角	新西兰		Quoin Pt.
阿什伯顿	新西兰		Ashburton
阿什利	新西兰		Ashley
阿什赫斯特	新西兰		Ashhurst
阿伦德尔	新西兰		Arundel
阿克龙河	新西兰		Acheron R.
阿利盖特角	新西兰		Alligator Hd.
阿卡罗阿	新西兰		Akaroa
阿基蒂奥	新西兰		Akitio
阿尔塔山	新西兰		Alta, Mt.
阿希帕拉	新西兰		Ahipara
阿希蒂蒂	新西兰		Ahititi
阿帕里马河	新西兰		Aparima R.
阿德金	新西兰		Ardkeen
阿德默勒尔蒂湾	新西兰		Admiralty B.
阿拉塔普	新西兰		Aratapu
阿拉巴斯特湖	新西兰		Alabaster, L.
阿拉普尼	新西兰		Arapuni
阿拉瓦塔河	新西兰		Arawata R.
阿拉胡拉	新西兰		Arahura
阿拉蒂亚蒂亚	新西兰		Aratiatia
阿斯派灵山	新西兰		Aspiring, Mt.
阿朗阿	新西兰		Aranga
阿瑟山	新西兰		Arthur, Mt.
阿瑟山口	新西兰		Arthur’s P.
阿瓦努伊	新西兰		Awanui
阿瓦基诺	新西兰		Awakino
阿瓦蒂里河	新西兰		Awatere R.
阿皮蒂	新西兰		Apiti
阿穆里山口	新西兰		Amuri P.
阿维莫尔坝	新西兰		Aviemore Dam
阿罗哈纳	新西兰		Arowhana
阿罗敦	新西兰		Arrowtown
阿胡里里河	新西兰		Ahuriri R.
阿蒂亚穆里	新西兰		Atiamuri
阿豪拉	新西兰		Ahaura
阿里亚	新西兰		Aria
陶图库半岛	新西兰		Tautuku Pen.
陶朗阿	新西兰		Tauranga
陶波	新西兰		Taupo
陶罗阿角	新西兰		Tauroa Pt.
陶马鲁努伊	新西兰		Taumarunui
雷德克利夫斯	新西兰		Redcliffs
雷索卢申岛	新西兰		Resolution I.
雷蒂希	新西兰		Raetihi
霍伊帕帕	新西兰		Houipapa
霍克湾统计区	新西兰		Hawke’s Bay Statistical Area
霍基昂阿港	新西兰		Hokianga Harb.
霍基蒂卡	新西兰		Hokitika
霍罗拉塔	新西兰		Hororata
霍罗皮托	新西兰		Horopito
霍罗费努阿平原	新西兰		Horowhenua Plain
霍莫阿纳	新西兰		Haumoana
霍赫拉	新西兰		Houhora
韦伯	新西兰		Weber
韦克菲尔德	新西兰		Wakefield
韦尔斯福德	新西兰		Wellsford
韦弗利	新西兰		Waverley
韦德本	新西兰		Wedderburn
韦斯特波特（西港）	新西兰		Westport
韦斯特肖尔	新西兰		Westshore
韦斯特菲尔德	新西兰		Westfield / Westerfield
韦斯顿	新西兰		Weston
马丁伯勒	新西兰		Martinborough
马凯图	新西兰		Maketu
马努努伊	新西兰		Manunui
马努考	新西兰		Manukau
马卡劳	新西兰		Makarau
马卡罗拉河	新西兰		Makarora R.
马卡雷瓦	新西兰		Makarewa
马唐伊	新西兰		Matangi
马基基希	新西兰		Makikihi
马塔卡纳	新西兰		Matakana
马塔希纳	新西兰		Matahina
马塔怀	新西兰		Matawai
马塔考阿角	新西兰		Matakaoa Pt.
马塔马塔	新西兰		Matamata
马奈阿	新西兰		Manaia
马希亚	新西兰		Mahia
马希亚半岛	新西兰		Mahia Pen.
马希内朗伊湖	新西兰		Mahinerangi, L.
马斯特顿	新西兰		Masterton
马泰科纳	新西兰		Mataikona
马纳普里	新西兰		Manapouri
马纳瓦图峡	新西兰		Manawatu Gorge
马纳瓦图河	新西兰		Manawatu R.
马纳瓦鲁	新西兰		Manawaru
马纳考	新西兰		Manakau
马罗蒂里群岛	新西兰		Marotiri Is.
马蒂尔	新西兰		Matiere
马诺本水库	新西兰		Manorburn Res.
马赛厄斯山口	新西兰		Mathias P.
马陶拉	新西兰		Mataura
马霍埃努伊	新西兰		Mahoenui
马马拉努伊	新西兰		Mamaranui
马鲁亚	新西兰		Maruia
马鲁马鲁	新西兰		Marumaru
高恩布里奇	新西兰		Gowanbridge
鲁南阿	新西兰		Runanga
鲁滨逊港	新西兰		Port Robinson
鲁阿佩胡火山	新西兰		Ruapehu Vol.
鲁阿希尼岭	新西兰		Ruahine Ra.
鲁阿普基岛	新西兰		Ruapuke I.
麦克雷斯弗拉特	新西兰		Macraes Flat
黑德朗峰	新西兰		Headlong Pk.
默丘里群岛	新西兰		Mercury Is.
默奇森	新西兰		Murchison
（威克斯岛）普基图图岛	新西兰		(Weeks I.) Puketutu I.
（惠尔岛）莫图霍拉岛	新西兰		(Whale I.) Motuhora
（拉基尤拉岛）斯图尔特岛	新西兰		(Raki-Ura) Stewart I.
（雷科瓦岛）查塔姆岛	新西兰		(Rekohua) Chatham I.
一宫	日本		Ichinomiya
一户	日本		Ichinohe
七塚	日本		Nanatsuka
七尾	日本		Nanao
七尾湾	日本		Nanao-wan
七岛	日本		Nanatsujima
七户	日本		Shichinohe
三加和	日本		Mikawa
三原	日本		Mihara
三原山	日本		Mihara-yama
三和	日本		Sanwa / Miwa
三国山脉	日本		Mikuni-sammyaku
三宅岛	日本		Miyake-jima
三室山	日本		Mimuro-yama
三岛	日本		Mishima
三岛—新田〈埼玉县〉	日本		Mikajima-Shinden
三崎	日本		Misaki
三春	日本		Miharu
三木	日本		Miki
三本木	日本		Sanbongi
三条	日本		Sanjō
三根	日本		Mine
三池	日本		Miike
三泽	日本		Misawa
三津滨	日本		Mitsuhama
三浦	日本		Miura
三瓶山	日本		Sanbe-san
三田	日本		Sanda
三田井	日本		Mitai
三石	日本		Mitsuishi
三笠	日本		Mikasa
三股	日本		Mitsumata
三良坂	日本		Mirasaka
三芳	日本		Miyoshi
三角	日本		Misumi
三角浦	日本		Misumiura
三重	日本		Mie
三重县	日本		Mie-ken
三野	日本		Mino
上关	日本		Kaminoseki
上北	日本		Kamikita
上县	日本		Kamiagata
上士幌	日本		Kami-shihoro
上富良野	日本		Kami-furano
上川	日本		Kamikawa
上川支厅〈北海道〉	日本		Kamikawa, Sub-Prefect.
上市	日本		Kamiichi
上星川〈神奈川县〉	日本		Kamihoshikawa
上松	日本		Agematsu
上江	日本		Uwae
上沟〈神奈川县〉	日本		Kamimizo
上浦	日本		Kamiura
上涌别	日本		Kami-yūbetsu
上甑	日本		Kamikoshiki
上甑岛	日本		Kamikoshiki-jima
上田	日本		Ueda
上福冈	日本		Kamifukuoka
上野	日本		Ueno
上野原	日本		Uenohara
上马场〈埼玉县〉	日本		Kamibamba
下乡	日本		Shimogō
下仁田	日本		Shimonita
下关	日本		Shimonoseki
下北山	日本		Shimokitayama
下北迫	日本		Shimokitaba
下吕	日本		Gero
下妻	日本		Shimotsuma
下川	日本		Shimokawa
下松	日本		Kudamatsu
下甑岛	日本		Shimokoshiki-jima
下田	日本		Shimoda
下田岛	日本		Shimotashima
下馆	日本		Shimodate
与路岛	日本		Yoro-shima
与那原	日本		Yonabaru
与那国岛	日本		Yonaguni-jima
与那霸岳	日本		Yonaha-dake
东京	日本		Tōkyō
东京港〈东京都〉	日本		Tōkyō-kō
东京湾	日本		Tōkyō-wan [Tokyo B.]
东京都	日本		Tōkyō-to
东和	日本		Tōwa
东城	日本		Tōjō
东大阪	日本		Higashiōsaka
东松山	日本		Higashimatsuyama
东赤石山	日本		Higashiakaishi-yama
东金	日本		Tōgane
东阳	日本		Tōyō
东风平	日本		Kochinda
丝满	日本		Itoman
丝鱼川	日本		Itoigawa
两子山	日本		Futago-san
两津湾	日本		Ryōtsu-wan
两神	日本		Ryōkami
严原	日本		Izuhara
中之岛	日本		Nakano-shima
中之条	日本		Nakanojō
中国山地	日本		Chūgoku-sanchi
中国山脉	日本		Chūgoku-sammyaku
中城湾	日本		Nakagusuku-wan
中奴岛	日本		Nagannu-jima
中山	日本		Nakayama
中札内	日本		Nakasatsunai
中村	日本		Nakamura
中条	日本		Nakajō
中标津	日本		Nakashibetsu
中津	日本		Nakatsu
中津川	日本		Nakatsugawa
中海	日本		Nakaumi
中甑岛	日本		Nakakoshiki-jima
中禅寺湖	日本		Chūzenji-ko
中组	日本		Nakagumi
中通岛	日本		Nakadori-shima
中部地方	日本		Chūbu-chihō
中部山岳	日本		Chūbu-sangaku
中里	日本		Nakasato
中野	日本		Nakano
中间	日本		Nakama
中顿别	日本		Nakatombetsu
丰中	日本		Toyonaka
丰冈	日本		Toyooka
丰前	日本		Buzen
丰后水道	日本		Bungo-suidō
丰川	日本		Toyokawa
丰桥	日本		Toyohashi
丰滨	日本		Toyohama
丰田	日本		Toyota
丰荣	日本		Toyosaka
丰顷	日本		Toyokoro
串木野	日本		Kushikino
串本	日本		Kushimoto
串间	日本		Kushima
丸冈	日本		Maruoka
丸龟	日本		Marugame
丽津	日本		Ryōtsu
久万	日本		Kuma
久世	日本		Kuse
久志	日本		Kushi
久慈川	日本		Kuji-gawa
久留米	日本		Kurume
久留里	日本		Kururi
久美滨	日本		Kumihama
久贺岛	日本		Hisaka-shima
久高岛	日本		Kudaka-shima
乌山	日本		Karasuyama
乔木	日本		Takagi
乘鞍岳	日本		Norikura-dake
乙部岳	日本		Otobe-dake
九州地方	日本		Kyūshū-chihō
九州山地	日本		Kyūshū-sanchi
九州岛	日本		Kyūshū
九户	日本		Kunohe
九重山	日本		Kujū-san
乡浦	日本		Gōnoura
二井	日本		Futatsui
二十日市	日本		Hatsukaichi
二宫	日本		Ninomiya
二川	日本		Futagawa
云仙岳	日本		Unzen-dake
五叶山	日本		Goyō-zan
五城目	日本		Gojōme
五岛列岛	日本		Gotō-rettō
五户	日本		Gonohe
五所川原	日本		Goshogawara
五条	日本		Gojō
五泉	日本		Gosen
五濑	日本		Gokase
井原	日本		Ibara
京町	日本		Kyōmachi
京都	日本		Kyōto
京都府	日本		Kyōto-fu
人吉	日本		Hitoyoshi
仁世户	日本		Niseko
今别	日本		Imabetsu
今市	日本		Imaichi
今庄	日本		Imajō
今归仁	日本		Nakijin
今治	日本		Imabari
今津	日本		Imazu
仓吉	日本		Kurayoshi
仓岳	日本		Kuratake
仓敷	日本		Kurashiki
仓桥岛	日本		Kurahashi-jima
仓渊	日本		Kurabuchi
付知	日本		Tsukechi
仙台	日本		Sendai
代代木	日本		Yoyogi
仲尾次	日本		Nakaoshi
伊万里	日本		Imari
伊东	日本		Itō
伊丹	日本		Itami
伊予三岛	日本		Iyomishima
伊势	日本		Ise
伊势崎	日本		Isezaki [Isesaki]
伊势湾	日本		Ise-wan
伊南	日本		Ina
伊南川	日本		Ina-gawa
伊江岛	日本		Ie-jima
伊江水道	日本		Ie-suidó
伊王岛	日本		Iōjima
伊良湖岬	日本		Irago-misaki
伊豆半岛	日本		Izu-hantō
伊豆诸岛	日本		Izu-shotō
伊那	日本		Ina
伏木	日本		Fushiki
会津若松	日本		Aizu-Wakamatsu
会津高田	日本		Aizu-Takada
伯方岛	日本		Hakata-shima
佐世保	日本		Sasebo
佐久	日本		Saku
佐久间	日本		Sakuma
佐仓	日本		Sakura
佐伯	日本		Saeki
佐原	日本		Sawara
佐喜滨	日本		Sakihama
佐土原	日本		Sadowara
佐多岬	日本		Sata-misaki
佐渡岛	日本		Sado-shima
佐田岬	日本		Sada-misaki
佐贺	日本		Saga
佐贺关	日本		Saganoseki
佐那具	日本		Sanagu
佐野	日本		Sano
佐须奈	日本		Sasuna
余别	日本		Yobetsu
余别岳	日本		Yobetsu-dake
余市	日本		Yoichi
余市岳	日本		Yoichi-dake
余目	日本		Amarume
保内	日本		Honai
信浓	日本		Shinano
修善寺	日本		Shuzenji
俱知安	日本		Kutchan
儿岛	日本		Kojima
元山	日本		Moto-yama
元町	日本		Motomachi
先岛诸岛	日本		Sakishima-shotō
光	日本		Hikari
入道崎	日本		Nyūdō-zaki
入间	日本		Iruma
八丈	日本		Hachijō
八云	日本		Yakumo
八代	日本		Yatsushiro
八千代	日本		Yachiyo
八尾	日本		Yatsuo / Yao
八岛	日本		Ya-shima
八岳	日本		Yatsuga-take
八幡	日本		Yawata / Yahata
八幡岳	日本		Hachiman-dake
八幡滨	日本		Yawatahama
八户	日本		Hachinohe
八日市场	日本		Yōkaichiba
八森	日本		Hachimori
八沟山	日本		Yamizo-san
八潮 〈琦玉县〉	日本		Yashio
八王子	日本		Hachiōji
八甲田山	日本		Hakkōda-san
八鹿	日本		Yōka
六乡	日本		Rokugō
六所	日本		Rokkasho
六日町	日本		Muikamachi
六本木〈东京都〉	日本		Roppongi
关	日本		Seki
关东地方	日本		Kantō-chihō
关东山地	日本		Kantō-sanchi
关东平原	日本		Kantō-heiya [Kantō Plain]
关原	日本		Sekigahara
关门海峡	日本		Kammon-kaikyō
兴部	日本		Okoppe
兵库县	日本		Hyōgo-ken
具志头	日本		Gushikami
具志川	日本		Gushikawa
内乡	日本		Uchigō
内保（苏占）	日本		Naibo
内子	日本		Uchiko
内浦	日本		Uchiura
冈山	日本		Okayama
冈山县	日本		Okayama-ken
冈崎	日本		Okazaki / Okasaki
冈谷	日本		Okaya
冠山	日本		Kammuri-yama
冠岛	日本		Kammuri-shima
冰见	日本		Himi
冲岛	日本		Okino-shima
冲永良部岛	日本		Okinoerabu-jima
冲绳县	日本		Okinawa-ken
冲绳岛	日本		Okinawa-jima
冲绳诸岛	日本		Okinawa-shotō
净法寺	日本		Jōhōji
凤莲湖	日本		Fūren-ko
出云	日本		Izumo
出云崎	日本		Izumozaki
出水	日本		Izumi
函馆	日本		Hakodate
函馆湾	日本		Hakodate-wan
利尻	日本		Rishiri
利尻岛	日本		Rishiri-tō
利根川	日本		Tone-gawa
别府	日本		Beppu
前原	日本		Maebaru
前岛	日本		Mae-jima
前桥	日本		Maebashi
前野〈东京都〉	日本		Maeno
剑山	日本		Tsurugi-san
剑崎	日本		Ken-zaki
加世田	日本		Kaseda
加古川	日本		Kakogawa
加太	日本		Kada
加治木	日本		Kajiki
加计	日本		Kake
勇留岛（苏占）	日本		[Jurij, O. ] Yuri-shima
勿来	日本		Nakoso
北上	日本		Kitakami
北九州	日本		Kitakyūshū
北区〈东京都〉	日本		Kita-ku
北山川	日本		Kitayama-gawa
北川	日本		Kitagawa
北方	日本		Kitakata
北村〈神奈川县〉	日本		Kitamura
北条	日本		Hōjō
北浓	日本		Hokunō
北浦	日本		Kita-ura
北海道	日本		Hokkaidō
北硫黄岛	日本		Kitaiō-jima
北茨城	日本		Kitaibaraki
北见	日本		Kitami
北见山地	日本		Kitami-sanchi
北见山脉	日本		Kitami-sanmyaku
北陆（地区）	日本		Hokuriku
十三	日本		Jūsan
十三湖	日本		Jūsan-ko
十二所	日本		Jūnisho
十和田	日本		Towada
十和田湖	日本		Towada-ko
十日町	日本		Tōkamachi
十王	日本		Jūō
十胜岳	日本		Tokachi-dake
十胜支厅	日本		Tokachi, Sub-Prefect
千仓	日本		Chikura
千代田区〈东京都〉	日本		Chiyoda-ku
千叶	日本		Chiba
千叶县	日本		Chiba-ken
千岁	日本		Chitose
千曲川	日本		Chikuma-gawa
半田	日本		Handa
华严瀑布	日本		Kegonno-taki
单冠湾	日本		Hitokappu-wan
南区〈横滨〉	日本		Minami-ku
南国	日本		Nankoku
南大东岛	日本		Minamidaitō-jima
南平〈东京都〉	日本		Minamidaira
南库里尔斯克（苏占）	日本		[Yuzhno-Kuril’sk] Južno-Kuril’sk / Južno-Kuril’sk
南方诸岛	日本		Nampō-shotō
南部	日本		Minabe
南阳	日本		Nan’yō
博士山	日本		Hakase-yama
卧龙山	日本		Garyū-zan
卷	日本		Maki
历舟川	日本		Rekifune-gawa
厚木〈山形县〉	日本		Atsugi
原町	日本		Haramachi
友岛水道	日本		Tomogashima-suidō
取手	日本		Toride
口之津	日本		Kuchinotsu
口和	日本		Kuchiwa
口永良部岛	日本		Kuchinoerabu-shima
口田仪	日本		Kuchitagi
古宇利岛	日本		Kouri-jima
古川	日本		Furukawa
古平	日本		Furubira
古座	日本		Koza
古座川	日本		Koza-gawa
古贺	日本		Koga
只见川	日本		Tadami-gawa
吉井	日本		Yoshii
吉川	日本		Yoshikawa
吉桥〈千叶县〉	日本		Yoshihashi
吉滨湾	日本		Yoshihama-wan
吉田	日本		Yoshida
吉良川	日本		Kiragawa
吉野	日本		Yoshino
吉野川	日本		Yoshino-gawa
名取	日本		Natori
名古屋	日本		Nagoya
名嘉真	日本		Nakama
名寄	日本		Nayoro
名张	日本		Nabari
名护	日本		Nago
名护湾	日本		Nago-wan
名濑	日本		Naze
名立	日本		Nadachi
后志支厅	日本		Shiribeshi, Sub-Prefect
吴	日本		Kure
吾妻	日本		Agatsuma
吾妻山	日本		Azuma-yama
周参见	日本		Susami
周防滩	日本		Suō-nada
呼子	日本		Yobuko
和寒	日本		Wassamu
和歌山	日本		Wakayama
和歌山县	日本		Wakayama-ken
和泉	日本		Izumi
和田山	日本		Wadayama
和贺川	日本		Waga-gawa
响滩	日本		Hibiki-nada
唐津	日本		Karatsu
善通寺	日本		Zentsūji
喜名	日本		Kina
喜屋武	日本		Kiyan
喜屋武崎	日本		Kiyan-zaki
喜界岛	日本		Kikai-shima
喜连川	日本		Kitsuregawa
嘉手纳	日本		Kadena
四仓	日本		Yotsukura
四国地方	日本		Shikoku-chihō
四国山地	日本		Shikoku sanchi
四国岛	日本		Shikoku I.
四日市	日本		Yokkaichi
因岛	日本		Innoshima
园部	日本		Sonobe
国分	日本		Kokubu
国后岛（苏占）	日本		Kunashiri-tō [Kunashir, O.]
国后水道	日本		Kunashiri-suidō
国头	日本		Kunigami
国府	日本		Kokufu
国见	日本		Kunimi
国见岳	日本		Kunimi-dake
土佐	日本		Tosa
土佐山田	日本		Tosa-Yamada
土佐清水	日本		Tosa-Shimizu
土佐湾	日本		Tosa-wan
土庄	日本		Tonoshō
土歧	日本		Toki
土气	日本		Toke
土浦	日本		Tsuchiura
地球岬	日本		Chikiu-misaki
地藏崎	日本		Jizō-zaki
坂井	日本		Sakai
坂町	日本		Sakamachi
坊岬	日本		Bōno-misaki
坚田	日本		Katata
垂水	日本		Tarumizu
城崎	日本		Kinosaki
城端	日本		Jōhana
城边	日本		Jōhen
塘路	日本		Tōro
境港	日本		Sakaiminato
增毛	日本		Mashike
声问	日本		Koetoi
壹岐岛	日本		Iki-shima
壹岐水道	日本		Iki-suidō
备濑	日本		Bise
备濑崎	日本		Bise-zaki
夕张	日本		Yūbari
夕张岳	日本		Yūbari-dake
多度志	日本		Tadoshi
多度津	日本		Tadotsu
多摩	日本		Tama
多摩川	日本		Tama-gawa
多治见	日本		Tajimi
大三岛〈爱媛县〉	日本		Ōmi-shima
大东	日本		Daitō
大东诸岛	日本		Daitō-shotō
大保	日本		Taiho
大凑	日本		Ōminato
大分	日本		Ōita
大原	日本		Ōhara
大口	日本		Ōkuchi / Ōguchi
大台原山	日本		Ōdaigahara-zan
大和	日本		Yamato / Daiwa
大垣	日本		Ōgaki
大宜味	日本		Ōgimi
大宫	日本		Ōmiya
大屋	日本		Ōya
大山	日本		Ōamya / Daisen
大岛	日本		Ō-shima
大岛海峡	日本		Ōshima-Kaikyō
大峰山	日本		Ōmine-san
大川	日本		Ō-kawa / Ōkawa
大日岳	日本		Dainichiga-dake
大月	日本		Ōtsuki
大朝	日本		Ōasa
大村	日本		Ōmura
大村湾	日本		Ōmura-wan
大树	日本		Taiki
大森	日本		Ōmori
大槌湾	日本		Ōtsuchi-wan
大河原	日本		Ōkawara
大沼	日本		Ōnuma
大泷根山	日本		Ōtakine-yama
大泽	日本		Ōsawa
大津	日本		Ōtsu
大津〈熊本县〉	日本		Ōzu
大洲〈爱媛县〉	日本		Ōzu
大浦	日本		Ōura
大浦湾	日本		Ōura-wan
大淀	日本		Ōyodo
大淀川	日本		Ōyodo-gawa
大满寺山	日本		Daimanji-san
大濑崎	日本		Ōse-zaki
大烟	日本		Ōhata
大牟田	日本		Ōmuta
大王	日本		Daiō
大田	日本		Ōta / Ōda
大町	日本		Ōmachi
大矢野岛	日本		Ōyano-shima
大社	日本		Taisha
大竹	日本		Ōtake
大网白里	日本		Ōami-shirasato
大迫	日本		Ōhazama
大里	日本		Ōzato
大野	日本		Ōno
大野原岛	日本		Ōnohara-jima
大间	日本		Ōma
大间崎	日本		Ōma-zaki
大阪府	日本		Ōsaka-fu [Ōsaka Pref.]
大阪湾	日本		Ōsaka-wan
大隅	日本		Ōsumi
大隅半岛	日本		Ōsumi-hantō
大隅海峡	日本		Ōsumi-kaikyō
大隅诸岛	日本		Ōsumi-shotō
大须贺	日本		Ōsuka
大馆	日本		Ōdate
大鳄	日本		Ōwani
天卖岛	日本		Teuri-tō
天城〈鹿儿岛县〉	日本		Amagi
天城山	日本		Amagi-san
天理	日本		Tenri
天盐	日本		Teshio
天盐岳	日本		Teshio-dake
天童	日本		Tendō
天草滩	日本		Amakusa-nada
天草诸岛	日本		Amakusa-shotō
天龙	日本		Tenryū
太田川	日本		Ōta-gawa
奄美大岛	日本		Amami-Ō-shima
奄美诸岛	日本		Amami-shotō
奈留岛	日本		Naru-shima
奈良	日本		Nara
奈良县	日本		Nara-ken
奥丹后半岛	日本		Okutango-hantō
奥尻岛	日本		Okushiri-tō
奥尻海峡	日本		Okushiri-kaikyo
奥羽地方	日本		Oū-chihō
奥羽山脉	日本		Oū-sammyaku
女川	日本		Onagawa
女川湾	日本		Onagawa-wan
女川滨	日本		Onagawahama
女满别	日本		Memambetsu [Memanbetsu]
好摩	日本		Kōma
妙高高原	日本		Nyōkō-kōgen
妹背牛	日本		Moseushi
姬岛	日本		Hime-shima
姬户	日本		Himedo
姬神岳	日本		Himekami-dake
姬路	日本		Himeji
子吉川	日本		Koyoshi-gawa
宇久岛	日本		Uku-jima
宇佐	日本		Usa
宇出津	日本		Ushitsu
宇和岛	日本		Uwajima
宇治	日本		Uji
宇部	日本		Ube
宇都宫	日本		Utsunomiya
安中	日本		Annaka
安城	日本		Anjō
安岐〈高知县〉	日本		Aki
安座真	日本		Azama
安来	日本		Yasugi
安波	日本		Aha
安田	日本		Yasuda / Ada
安艺滩	日本		Aki-nada
宍喰	日本		Shishikui
宗谷岬	日本		Sōya-misaki
定山溪	日本		Jōzankei
宜野湾	日本		Ginowan
室兰	日本		Muroran
室户	日本		Muroto
室积	日本		Murozumi
宫内	日本		Miyauchi
宫古	日本		Miyako
宫古岛	日本		Miyako-jima
宫城	日本		Miyagi
宫城县	日本		Miyagi-ken
宫城岛	日本		Miyagusuku-jima[Miyagi-jima]
宫崎	日本		Miyazaki
