# 《国际中文教育中文水平等级标准》1-9级
# 20210324-GF 0025-2021《国际中文教育中文水平等级标准》.pdf
# https://github.com/shawkynasr/HSK-official-Query-System
# https://github.com/dawei7/new_hsk_scraping
# https://pandarin.net/new-hsk/
# http://www.davidpetersson.com/hsk-the-complete-hanban-lists-with-english-definitions/
# https://github.com/gigacool/hanyu-shuiping-kaoshi/blob/master/hsk.csv
#
# 备注，主要区别：
# - 称1（chèn）/称2（chēng）
# - 面1（脸面，方面）/面2（面条，繁体“麵、麪”）
#
# 词语	词性	拼音	序号	级别

不辞而别		bùcí’érbié	5726	高等
不得而知		bùdé’érzhī	5727	高等
不得已	形	bùdéyǐ	5728	高等
不妨	副	bùfáng	5729	高等
不服	动	bùfú	5730	高等
不服气		bù fúqì	5731	高等
不假思索		bùjiǎ-sīsuǒ	5732	高等
不解	动	bùjiě	5733	高等
不经意	动	bùjīngyì	5734	高等
不景气	形	bùjǐngqì	5735	高等
不堪	动、形	bùkān	5736	高等
不可避免		bùkě-bìmiǎn	5737	高等
不可思议		bùkě-sīyì	5738	高等
不肯		bù kěn	5739	高等
不理		bù lǐ	5740	高等
不了了之		bùliǎo-liǎozhī	5741	高等
不难		bù nán	5742	高等
不平	形、名	bùpíng	5743	高等
不起眼		bùqǐyǎn	5744	高等
不容	动	bùróng	5745	高等
不如说		bùrú shuō	5746	高等
不同寻常		bùtóng-xúncháng	5747	高等
不为人知		bùwéirénzhī	5748	高等
不惜	动	bùxī	5749	高等
不相上下		bùxiāng-shàngxià	5750	高等
不宜	动	bùyí	5751	高等
不已	动	bùyǐ	5752	高等
不以为然		bùyǐwéirán	5753	高等
不由得	动、副	bùyóude	5754	高等
不由自主		bùyóuzìzhǔ	5755	高等
不予		bù yǔ	5756	高等
不约而同		bùyuē’értóng	5757	高等
不知	动	bùzhī	5758	高等
不知不觉		bùzhī-bùjué	5759	高等
不准		bù zhǔn	5760	高等
布局	名、动	bùjú	5761	高等
步伐	名	bùfá	5762	高等
步入	动	bùrù	5763	高等
步骤	名	bùzhòu	5764	高等
部件	名	bùjiàn	5765	高等
部署	动	bùshǔ	5766	高等
猜谜		cāi∥mí	5767	高等
猜想	动	cāixiǎng	5768	高等
才华	名	cáihuá	5769	高等
财经	名	cáijīng	5770	高等
财力	名	cáilì	5771	高等
财务	名	cáiwù	5772	高等
财物	名	cáiwù	5773	高等
财政	名	cáizhèng	5774	高等
裁	动	cái	5775	高等
裁定	动	cáidìng	5776	高等
裁决	动	cáijué	5777	高等
采	动	cǎi	5778	高等
采集	动	cǎijí	5779	高等
采矿		cǎi∥kuàng	5780	高等
彩电	名	cǎidiàn	5781	高等
彩虹	名	cǎihóng	5782	高等
彩霞	名	cǎixiá	5783	高等
菜市场	名	càishìchǎng	5784	高等
参见	动	cānjiàn	5785	高等
参军		cān∥jūn	5786	高等
参谋	动、名	cānmóu	5787	高等
参照	动	cānzhào	5788	高等
餐桌	名	cānzhuō	5789	高等
残	动	cán	5790	高等
残留	动	cánliú	5791	高等
残缺	动	cánquē	5792	高等
残忍	形	cánrěn	5793	高等
惭愧	形	cánkuì	5794	高等
惨白	形	cǎnbái	5795	高等
惨痛	形	cǎntòng	5796	高等
惨重	形	cǎnzhòng	5797	高等
灿烂	形	cànlàn	5798	高等
苍蝇	名	cāngying	5799	高等
沧桑	名	cāngsāng	5800	高等
舱	名	cāng	5801	高等
藏匿	动	cángnì	5802	高等
藏品	名	cángpǐn	5803	高等
藏身	动	cángshēn	5804	高等
操控	动	cāokòng	5805	高等
操劳	动	cāoláo	5806	高等
操心		cāo∥xīn	5807	高等
槽	名	cáo	5808	高等
草案	名	cǎo’àn	5809	高等
草坪	名	cǎopíng	5810	高等
侧面	名	cèmiàn	5811	高等
侧重	动	cèzhòng	5812	高等
测算	动	cèsuàn	5813	高等
测验	动、名	cèyàn	5814	高等
层出不穷		céngchū-bùqióng	5815	高等
蹭	动	cèng	5816	高等
差错	名	chācuò	5817	高等
差额	名	chā’é	5818	高等
插手		chā∥shǒu	5819	高等
插图	名	chātú	5820	高等
插嘴		chā∥zuǐ	5821	高等
茶道	名	chádào	5822	高等
茶馆儿	名	cháguǎnr	5823	高等
查处	动	cháchǔ	5824	高等
查明	动	chámíng	5825	高等
查找	动	cházhǎo	5826	高等
察觉	动	chájué	5827	高等
察看	动	chákàn	5828	高等
诧异	形	chàyì	5829	高等
掺	动	chān	5830	高等
搀	动	chān	5831	高等
馋	形、动	chán	5832	高等
禅杖	名	chánzhàng	5833	高等
缠	动	chán	5834	高等
产	动	chǎn	5835	高等
产地	名	chǎndì	5836	高等
产物	名	chǎnwù	5837	高等
产值	名	chǎnzhí	5838	高等
铲	动	chǎn	5839	高等
铲子	名	chǎnzi	5840	高等
阐述	动	chǎnshù	5841	高等
颤抖	动	chàndǒu	5842	高等
猖狂	形	chāngkuáng	5843	高等
长达		cháng dá	5844	高等
长期以来		chángqī yǐlái	5845	高等
长效	名、形	chángxiào	5846	高等
长征	名	chángzhēng	5847	高等
长足	形	chángzú	5848	高等
常理	名	chánglǐ	5849	高等
常人	名	chángrén	5850	高等
常态	名	chángtài	5851	高等
常温	名	chángwēn	5852	高等
偿还	动	chánghuán	5853	高等
嫦娥	名	Cháng’é	5854	高等
厂家	名	chǎngjiā	5855	高等
敞开	动	chǎngkāi	5856	高等
畅谈	动	chàngtán	5857	高等
畅销	动	chàngxiāo	5858	高等
倡议	动、名	chàngyì	5859	高等
抄袭	动	chāoxí	5860	高等
钞票	名	chāopiào	5861	高等
超标		chāo∥biāo	5862	高等
超车		chāo∥chē	5863	高等
超前	形、动	chāoqián	5864	高等
超速	动	chāosù	5865	高等
朝代	名	cháodài	5866	高等
朝着		cháozhe	5867	高等
嘲弄	动	cháonòng	5868	高等
嘲笑	动	cháoxiào	5869	高等
吵嘴		chǎo∥zuǐ	5870	高等
车道	名	chēdào	5871	高等
车祸	名	chēhuò	5872	高等
车间	名	chējiān	5873	高等
车轮	名	chēlún	5874	高等
车速	名	chēsù	5875	高等
车位	名	chēwèi	5876	高等
车厢	名	chēxiāng	5877	高等
车型	名	chēxíng	5878	高等
车轴	名	chēzhóu	5879	高等
扯	动	chě	5880	高等
彻夜	副	chèyè	5881	高等
撤	动	chè	5882	高等
撤换	动	chèhuàn	5883	高等
沉甸甸	形	chéndiàndiàn	5884	高等
沉淀	动、名	chéndiàn	5885	高等
沉浸	动	chénjìn	5886	高等
沉闷	形	chénmèn	5887	高等
沉迷	动	chénmí	5888	高等
沉思	动	chénsī	5889	高等
沉稳	形	chénwěn	5890	高等
沉着	形	chénzhuó	5891	高等
陈旧	形	chénjiù	5892	高等
陈列	动	chénliè	5893	高等
陈述	动	chénshù	5894	高等
衬托	动	chèntuō	5895	高等
趁	介	chèn	5896	高等
趁机	副	chènjī	5897	高等
趁早	副	chènzǎo	5898	高等
趁着		chènzhe	5899	高等
称呼	动、名	chēnghu	5900	高等
称作		chēngzuò	5901	高等
成才	动	chéngcái	5902	高等
成家		chéng∥jiā	5903	高等
成年	动	chéngnián	5904	高等
成年	副	chéngnián	5905	高等
成千上万		chéngqiān-shàngwàn	5906	高等
成群结队		chéngqún-jiéduì	5907	高等
成天	副	chéngtiān	5908	高等
成问题		chéngwèntí	5909	高等
成型	动	chéngxíng	5910	高等
呈现	动	chéngxiàn	5911	高等
诚恳	形	chéngkěn	5912	高等
诚心诚意		chéngxīn-chéngyì	5913	高等
诚意	名	chéngyì	5914	高等
诚挚	形	chéngzhì	5915	高等
承包	动	chéngbāo	5916	高等
承载	动	chéngzài	5917	高等
城墙	名	chéngqiáng	5918	高等
乘人之危		chéngrénzhīwēi	5919	高等
盛	动	chéng	5920	高等
惩处	动	chéngchǔ	5921	高等
惩罚	动、名	chéngfá	5922	高等
澄清	动、形	chéngqīng	5923	高等
橙汁	名	chéngzhī	5924	高等
逞能		chěng∥néng	5925	高等
逞强		chěng∥qiáng	5926	高等
秤	名	chèng	5927	高等
吃不上	动	chī bushàng	5928	高等
吃喝玩乐		chī-hē-wán-lè	5929	高等
吃苦		chī∥kǔ	5930	高等
吃亏		chī∥kuī	5931	高等
痴呆	形	chīdāi	5932	高等
痴迷	动	chīmí	5933	高等
痴心	名	chīxīn	5934	高等
池塘	名	chítáng	5935	高等
驰名	动	chímíng	5936	高等
迟迟	副	chíchí	5937	高等
迟疑	形	chíyí	5938	高等
迟早	副	chízǎo	5939	高等
持	动	chí	5940	高等
持久	形	chíjiǔ	5941	高等
持之以恒		chízhī-yǐhéng	5942	高等
尺度	名	chǐdù	5943	高等
耻辱	名	chǐrǔ	5944	高等
耻笑	动	chǐxiào	5945	高等
赤字	名	chìzì	5946	高等
翅膀	名	chìbǎng	5947	高等
冲刺	动	chōngcì	5948	高等
冲浪	动	chōnglàng	5949	高等
冲洗	动	chōngxǐ	5950	高等
冲撞	动	chōngzhuàng	5951	高等
充	动	chōng	5952	高等
充当	动	chōngdāng	5953	高等
充沛	形	chōngpèi	5954	高等
充实	形、动	chōngshí	5955	高等
重播	动	chóngbō	5956	高等
重叠	动	chóngdié	5957	高等
重返	动	chóngfǎn	5958	高等
重合	动	chónghé	5959	高等
重申	动	chóngshēn	5960	高等
重现	动	chóngxiàn	5961	高等
崇高	形	chónggāo	5962	高等
崇尚	动	chóngshàng	5963	高等
宠	动	chǒng	5964	高等
宠爱	动	chǒng’ài	5965	高等
抽签		chōu∥qiān	5966	高等
抽屉	名	chōuti	5967	高等
抽象	形	chōuxiàng	5968	高等
仇	名	chóu	5969	高等
仇恨	动、名	chóuhèn	5970	高等
仇人	名	chóurén	5971	高等
稠	形	chóu	5972	高等
稠密	形	chóumì	5973	高等
愁眉苦脸		chóuméi-kǔliǎn	5974	高等
筹	动	chóu	5975	高等
筹办	动	chóubàn	5976	高等
筹备	动	chóubèi	5977	高等
筹措	动	chóucuò	5978	高等
筹划	动、名	chóuhuà	5979	高等
筹集	动	chóují	5980	高等
筹码	名	chóumǎ	5981	高等
丑恶	形	chǒu’è	5982	高等
丑陋	形	chǒulòu	5983	高等
丑闻	名	chǒuwén	5984	高等
瞅	动	chǒu	5985	高等
出版社	名	chūbǎnshè	5986	高等
出厂		chū∥chǎng	5987	高等
出丑		chū∥chǒu	5988	高等
出道		chū∥dào	5989	高等
出发点	名	chūfādiǎn	5990	高等
出风头		chū fēngtou	5991	高等
出境		chū∥jìng	5992	高等
出局		chū∥jú	5993	高等
出具	动	chūjù	5994	高等
出口成章		chūkǒu-chéngzhāng	5995	高等
出卖	动	chūmài	5996	高等
出毛病		chū máo·bìng	5997	高等
出难题		chū nántí	5998	高等
出人意料		chūrényìliào	5999	高等
出任	动	chūrèn	6000	高等
出山		chū∥shān	6001	高等
出身	动、名	chūshēn	6002	高等
出示	动	chūshì	6003	高等
出手		chū∥shǒu	6004	高等
出头		chū∥tóu	6005	高等
出土		chū∥tǔ	6006	高等
出息	名	chūxi	6007	高等
出血		chū∥xiě	6008	高等
出演	动	chūyǎn	6009	高等
出洋相		chū yángxiàng	6010	高等
出游	动	chūyóu	6011	高等
出众	形	chūzhòng	6012	高等
出主意		chū zhǔyi	6013	高等
出资	动	chūzī	6014	高等
出自	动	chūzì	6015	高等
出走	动	chūzǒu	6016	高等
初次	名	chūcì	6017	高等
初衷	名	chūzhōng	6018	高等
除此之外		chúcǐzhīwài	6019	高等
除去	动、介	chúqù	6020	高等
除外	动	chúwài	6021	高等
处方	动、名	chǔfāng	6022	高等
处境	名	chǔjìng	6023	高等
处置	动	chǔzhì	6024	高等
储备	动、名	chǔbèi	6025	高等
储蓄	动、名	chǔxù	6026	高等
触动	动	chùdòng	6027	高等
触犯	动	chùfàn	6028	高等
触觉	名	chùjué	6029	高等
触摸	动	chùmō	6030	高等
触目惊心		chùmù-jīngxīn	6031	高等
揣	动	chuāi	6032	高等
揣测	动	chuǎicè	6033	高等
揣摩	动	chuǎimó	6034	高等
踹	动	chuài	6035	高等
川流不息		chuānliú-bùxī	6036	高等
穿过	动	chuānguò	6037	高等
穿小鞋		chuān xiǎoxié	6038	高等
穿越	动	chuānyuè	6039	高等
穿着	名	chuānzhuó	6040	高等
传承	动、名	chuánchéng	6041	高等
传奇	名	chuánqí	6042	高等
传染	动	chuánrǎn	6043	高等
传染病	名	chuánrǎnbìng	6044	高等
传人	名	chuánrén	6045	高等
传授	动	chuánshòu	6046	高等
传闻	动、名	chuánwén	6047	高等
船舶	名	chuánbó	6048	高等
船桨	名	chuánjiǎng	6049	高等
喘	动	chuǎn	6050	高等
喘息	动	chuǎnxī	6051	高等
串门		chuàn∥mén	6052	高等
创伤	名	chuāngshāng	6053	高等
床位	名	chuángwèi	6054	高等
创	动	chuàng	6055	高等
创始人	名	chuàngshǐrén	6056	高等
吹了		chuī le	6057	高等
吹牛		chuī∥niú	6058	高等
吹捧	动	chuīpěng	6059	高等
垂	动	chuí	6060	高等
垂头丧气		chuítóu-sàngqì	6061	高等
捶	动	chuí	6062	高等
锤子	名	chuízi	6063	高等
纯粹	形	chúncuì	6064	高等
纯洁	形、动	chúnjié	6065	高等
纯朴	形	chúnpǔ	6066	高等
醇厚	形	chúnhòu	6067	高等
蠢	形	chǔn	6068	高等
戳	动、名	chuō	6069	高等
绰号	名	chuòhào	6070	高等
瓷	名	cí	6071	高等
瓷器	名	cíqì	6072	高等
辞	动	cí	6073	高等
辞呈	名	cíchéng	6074	高等
辞去		cíqù	6075	高等
辞退	动	cítuì	6076	高等
慈善	形	císhàn	6077	高等
慈祥	形	cíxiáng	6078	高等
磁带	名	cídài	6079	高等
磁卡	名	cíkǎ	6080	高等
磁盘	名	cípán	6081	高等
此起彼伏		cǐqǐ-bǐfú	6082	高等
次日	名	cìrì	6083	高等
伺候	动	cìhou	6084	高等
刺耳	形	cì’ěr	6085	高等
刺骨	动	cìgǔ	6086	高等
刺绣	动、名	cìxiù	6087	高等
赐	动	cì	6088	高等
赐教	动	cìjiào	6089	高等
匆匆	形	cōngcōng	6090	高等
匆忙	形	cōngmáng	6091	高等
葱	名	cōng	6092	高等
从今以后		cóng jīn yǐhòu	6093	高等
从来不		cónglái bù	6094	高等
从容	形	cóngróng	6095	高等
从容不迫		cóngróng-búpò	6096	高等
从头	副	cóngtóu	6097	高等
从未	副	cóngwèi	6098	高等
从业	动	cóngyè	6099	高等
从早到晚		cóngzǎo-dàowǎn	6100	高等
丛林	名	cónglín	6101	高等
凑	动	còu	6102	高等
凑合	动	còuhe	6103	高等
凑巧	形	còuqiǎo	6104	高等
粗暴	形	cūbào	6105	高等
粗糙	形	cūcāo	6106	高等
粗鲁	形	cū·lǔ	6107	高等
粗略	形	cūlüè	6108	高等
粗心大意		cūxīn-dàyì	6109	高等
促成	动	cùchéng	6110	高等
簇拥	动	cùyōng	6111	高等
窜	动	cuàn	6112	高等
催	动	cuī	6113	高等
催促	动	cuīcù	6114	高等
催眠	动	cuīmián	6115	高等
摧毁	动	cuīhuǐ	6116	高等
脆弱	形	cuìruò	6117	高等
翠绿	形	cuìlǜ	6118	高等
存放	动	cúnfàng	6119	高等
存心	动、副	cúnxīn	6120	高等
存折	名	cúnzhé	6121	高等
搓	动	cuō	6122	高等
磋商	动	cuōshāng	6123	高等
挫折	动、名	cuòzhé	6124	高等
措手不及		cuòshǒu-bùjí	6125	高等
错别字	名	cuòbiézì	6126	高等
错觉	名	cuòjué	6127	高等
错位		cuò∥wèi	6128	高等
错综复杂		cuòzōng-fùzá	6129	高等
搭乘	动	dāchéng	6130	高等
搭建	动	dājiàn	6131	高等
达标	动	dábiāo	6132	高等
答辩	动	dábiàn	6133	高等
打岔		dǎ∥chà	6134	高等
打倒		dǎ∥dǎo	6135	高等
打盹儿		dǎ∥dǔnr	6136	高等
打交道		dǎ jiāodao	6137	高等
打搅	动	dǎjiǎo	6138	高等
打捞	动	dǎlāo	6139	高等
打量	动	dǎliang	6140	高等
打猎		dǎ∥liè	6141	高等
打磨	动	dǎmó	6142	高等
打通		dǎ∥tōng	6143	高等
打仗		dǎ∥zhàng	6144	高等
打招呼		dǎ zhāohu	6145	高等
大包大揽		dàbāo-dàlǎn	6146	高等
大笔	名	dàbǐ	6147	高等
大臣	名	dàchén	6148	高等
大吃一惊		dàchī-yìjīng	6149	高等
大大咧咧	形	dàdaliēliē	6150	高等
大地	名	dàdì	6151	高等
大队	名	dàduì	6152	高等
大幅度		dà fúdù	6153	高等
大公无私		dàgōng-wúsī	6154	高等
大家庭	名	dàjiātíng	6155	高等
大街小巷		dàjiē-xiǎoxiàng	6156	高等
大惊小怪		dàjīng-xiǎoguài	6157	高等
大局	名	dàjú	6158	高等
大款	名	dàkuǎn	6159	高等
大面积		dà miànjī	6160	高等
大名鼎鼎		dàmíng-dǐngdǐng	6161	高等
大模大样		dàmú-dàyàng	6162	高等
大棚	名	dàpéng	6163	高等
大片	名	dàpiàn	6164	高等
大气	名	dàqì	6165	高等
大厦	名	dàshà	6166	高等
大数据	名	dàshùjù	6167	高等
大肆	副	dàsì	6168	高等
大体	副	dàtǐ	6169	高等
大体上		dàtǐ shang	6170	高等
大同小异		dàtóng-xiǎoyì	6171	高等
大腕儿	名	dàwànr	6172	高等
大选	动	dàxuǎn	6173	高等
大雁	名	dàyàn	6174	高等
大意	名	dàyì	6175	高等
大意	形	dàyi	6176	高等
大有可为		dàyǒu-kěwéi	6177	高等
大宗	形、名	dàzōng	6178	高等
歹徒	名	dǎitú	6179	高等
逮	动	dǎi	6180	高等
代号	名	dàihào	6181	高等
代理人	名	dàilǐrén	6182	高等
代言人	名	dàiyánrén	6183	高等
带队	动	dàiduì	6184	高等
带路		dài∥lù	6185	高等
带头		dài∥tóu	6186	高等
带头人	名	dàitóurén	6187	高等
待	动	dài	6188	高等
怠工		dài∥gōng	6189	高等
怠慢	动	dàimàn	6190	高等
逮捕	动	dàibǔ	6191	高等
担	动	dān	6192	高等
担当	动	dāndāng	6193	高等
担负	动	dānfù	6194	高等
单边	形	dānbiān	6195	高等
单薄	形	dānbó	6196	高等
单方面	名	dānfāngmiàn	6197	高等
单身	名	dānshēn	6198	高等
耽搁	动	dānge	6199	高等
耽误	动	dānwu	6200	高等
胆怯	形	dǎnqiè	6201	高等
胆子	名	dǎnzi	6202	高等
但愿	动	dànyuàn	6203	高等
担	量	dàn	6204	高等
担子	名	dànzi	6205	高等
诞辰	名	dànchén	6206	高等
淡化	动	dànhuà	6207	高等
淡季	名	dànjì	6208	高等
蛋白质	名	dànbáizhì	6209	高等
当即	副	dāngjí	6210	高等
当今	名	dāngjīn	6211	高等
当面		dāng∥miàn	6212	高等
当日	名	dāngrì	6213	高等
当事人	名	dāngshìrén	6214	高等
当务之急		dāngwùzhījí	6215	高等
当下	副	dāngxià	6216	高等
当心	动	dāngxīn	6217	高等
当着		dāngzhe	6218	高等
当之无愧		dāngzhīwúkuì	6219	高等
当众	副	dāngzhòng	6220	高等
当晚	名	dàngwǎn	6221	高等
当真	动、副	dàngzhēn	6222	高等
荡漾	动	dàngyàng	6223	高等
档次	名	dàngcì	6224	高等
导弹	名	dǎodàn	6225	高等
导航	动	dǎoháng	6226	高等
导火索	名	dǎohuǒsuǒ	6227	高等
导师	名	dǎoshī	6228	高等
导向	动、名	dǎoxiàng	6229	高等
岛屿	名	dǎoyǔ	6230	高等
捣乱		dǎo∥luàn	6231	高等
倒卖	动	dǎomài	6232	高等
倒霉		dǎo∥méi	6233	高等
倒塌	动	dǎotā	6234	高等
倒下		dǎoxia	6235	高等
到头来	副	dàotóulái	6236	高等
到位		dào∥wèi	6237	高等
倒计时	动	dàojìshí	6238	高等
倒数	动	dàoshǔ	6239	高等
盗	动	dào	6240	高等
盗窃	动	dàoqiè	6241	高等
悼念	动	dàoniàn	6242	高等
道具	名	dàojù	6243	高等
稻草	名	dàocǎo	6244	高等
得不偿失		débùchángshī	6245	高等
得当	形	dédàng	6246	高等
得力	形	délì	6247	高等
得失	名	déshī	6248	高等
得手	形	déshǒu	6249	高等
得体	形	détǐ	6250	高等
得天独厚		détiāndúhòu	6251	高等
得益于		déyì yú	6252	高等
得意扬扬		déyì-yángyáng	6253	高等
得知	动	dézhī	6254	高等
得罪	动	dézuì	6255	高等
德	名	dé	6256	高等
灯笼	名	dēnglong	6257	高等
灯泡	名	dēngpào	6258	高等
登机	动	dēngjī	6259	高等
登陆		dēng∥lù	6260	高等
蹬	动	dēng	6261	高等
凳子	名	dèngzi	6262	高等
瞪	动	dèng	6263	高等
低调	名、形	dīdiào	6264	高等
低估	动	dīgū	6265	高等
低谷	名	dīgǔ	6266	高等
低价	名	dījià	6267	高等
低迷	形	dīmí	6268	高等
低碳	形	dītàn	6269	高等
低下	形	dīxià	6270	高等
堤	名	dī	6271	高等
堤坝	名	dībà	6272	高等
提防	动	dīfang	6273	高等
笛子	名	dízi	6274	高等
抵触	动	dǐchù	6275	高等
抵挡	动	dǐdǎng	6276	高等
抵消	动	dǐxiāo	6277	高等
抵押	动	dǐyā	6278	高等
抵御	动	dǐyù	6279	高等
抵制	动	dǐzhì	6280	高等
底层	名	dǐcéng	6281	高等
底线	名	dǐxiàn	6282	高等
底蕴	名	dǐyùn	6283	高等
底子	名	dǐzi	6284	高等
地步	名	dìbù	6285	高等
地道	名	dìdào	6286	高等
地道	形	dìdao	6287	高等
地段	名	dìduàn	6288	高等
地理	名	dìlǐ	6289	高等
地毯	名	dìtǎn	6290	高等
地下水	名	dìxiàshuǐ	6291	高等
地狱	名	dìyù	6292	高等
地域	名	dìyù	6293	高等
地质	名	dìzhì	6294	高等
弟子	名	dìzǐ	6295	高等
帝国	名	dìguó	6296	高等
帝国主义		dìguó zhǔyì	6297	高等
递交	动	dìjiāo	6298	高等
第一手	形	dìyīshǒu	6299	高等
第一线	名	dìyīxiàn	6300	高等
颠倒	动	diāndǎo	6301	高等
颠覆	动	diānfù	6302	高等
巅峰	名	diānfēng	6303	高等
典范	名	diǎnfàn	6304	高等
点火		diǎn∥huǒ	6305	高等
点击率	名	diǎnjīlǜ	6306	高等
点评	动、名	diǎnpíng	6307	高等
点心	名	diǎnxin	6308	高等
点缀	动	diǎnzhuì	6309	高等
点子	名	diǎnzi	6310	高等
电报	名	diànbào	6311	高等
电铃	名	diànlíng	6312	高等
电网	名	diànwǎng	6313	高等
电线	名	diànxiàn	6314	高等
电信	名	diànxìn	6315	高等
电讯	名	diànxùn	6316	高等
垫	动	diàn	6317	高等
垫底		diàn∥dǐ	6318	高等
垫子	名	diànzi	6319	高等
淀粉	名	diànfěn	6320	高等
惦记	动	diàn·jì	6321	高等
奠定	动	diàndìng	6322	高等
殿堂	名	diàntáng	6323	高等
刁难	动	diāonàn	6324	高等
叼	动	diāo	6325	高等
雕	动	diāo	6326	高等
雕刻	动、名	diāokè	6327	高等
雕塑	动、名	diāosù	6328	高等
吊销	动	diàoxiāo	6329	高等
钓鱼	动	diàoyú	6330	高等
调度	动、名	diàodù	6331	高等
掉队		diào∥duì	6332	高等
掉头		diào∥tóu	6333	高等
